OBJECTID,SEMEL_YISHUV,SHEM_YISHUV,SHEM_YISHUV_ENGLISH,STAT_2022,YISHUV_STAT_2022,ROVA,TAT_ROVA,COD_TIFKUD,SHAPE_Length,SHAPE_Area
3043,6900,כפר סבא,KEFAR SAVA,426,69000426,4,42,1,3653.02589832984,578210.242054849
3044,6900,כפר סבא,KEFAR SAVA,427,69000427,4,42,1,2747.57957305083,244226.928133504
3045,7000,לוד,LOD,11,70000011,,1,2,10623.5254189696,2486091.34585216
3046,7000,לוד,LOD,12,70000012,,1,1,4562.39793068525,865782.268888906
3047,7000,לוד,LOD,13,70000013,,1,1,2784.15391471336,317327.386997611
3048,7000,לוד,LOD,14,70000014,,1,1,2261.97343515373,218248.04629465
3049,7000,לוד,LOD,15,70000015,,1,1,3311.84370813881,397859.784294496
3050,7000,לוד,LOD,16,70000016,,1,1,1349.67352521954,87937.8495993756
3051,7000,לוד,LOD,17,70000017,,1,1,1874.35417349372,195104.748680776
3052,7000,לוד,LOD,18,70000018,,1,2,1727.59304120552,173729.917786339
3053,7000,לוד,LOD,19,70000019,,1,4,4484.85488088522,937533.888382414
3054,7000,לוד,LOD,21,70000021,,2,1,4577.58101917578,687956.444555985
3055,7000,לוד,LOD,22,70000022,,2,1,2547.42066803377,241572.184038915
3056,7000,לוד,LOD,23,70000023,,2,1,3003.27195152388,351311.764658398
3057,7000,לוד,LOD,24,70000024,,2,1,2055.35056723916,163413.834995411
3058,7000,לוד,LOD,25,70000025,,2,1,3622.00122122666,552559.741368443
3059,7000,לוד,LOD,26,70000026,,2,1,4235.69551236085,697304.821938528
3060,7000,לוד,LOD,27,70000027,,2,1,1231.12887865463,89522.237195323
3061,7000,לוד,LOD,28,70000028,,2,4,5207.11320995749,679980.022986653
3062,7000,לוד,LOD,31,70000031,,3,1,1943.94761989377,141268.119868743
3063,7000,לוד,LOD,32,70000032,,3,1,3348.15543308171,407355.631502206
3064,7000,לוד,LOD,33,70000033,,3,1,1850.59739773471,61388.7634792857
3065,7000,לוד,LOD,41,70000041,,4,1,2156.61440494525,252760.090776108
3066,7000,לוד,LOD,42,70000042,,4,1,2739.2976854781,323438.372447477
3067,7000,לוד,LOD,43,70000043,,4,1,6206.41523515413,498113.561318061
3068,7000,לוד,LOD,44,70000044,,4,1,7215.92981481279,1597320.23164631
3069,7000,לוד,LOD,45,70000045,,4,1,1669.05888702,151118.619659202
3070,7000,לוד,LOD,51,70000051,,5,1,2419.23321454309,196052.80656285
3071,7000,לוד,LOD,52,70000052,,5,1,1677.96118692499,167852.532221364
3072,7000,לוד,LOD,53,70000053,,5,1,1495.30023733192,108421.061029062
3073,7000,לוד,LOD,54,70000054,,5,1,1485.36808889063,88454.7176818881
3074,7000,לוד,LOD,55,70000055,,5,4,2289.96530350769,261291.941533053
3075,7000,לוד,LOD,56,70000056,,5,4,5933.39227681173,1394487.96380076
3076,7100,אשקלון,ASHQELON,111,71000111,1,11,1,3894.19820340976,572928.90726655
3077,7100,אשקלון,ASHQELON,112,71000112,1,11,1,5260.31240068151,490859.072795605
3078,7100,אשקלון,ASHQELON,113,71000113,1,11,1,3291.83812369141,531313.270511397
3079,7100,אשקלון,ASHQELON,114,71000114,1,11,1,2726.40905846757,260693.967860988
3080,7100,אשקלון,ASHQELON,121,71000121,1,12,1,11743.2599726301,1522658.48236313
3081,7100,אשקלון,ASHQELON,122,71000122,1,12,1,3994.36008569676,594852.983446798
3082,7100,אשקלון,ASHQELON,123,71000123,1,12,1,3943.87159044155,872231.970671441
3083,7100,אשקלון,ASHQELON,211,71000211,2,21,1,2702.71326559807,348712.4644422
3084,7100,אשקלון,ASHQELON,212,71000212,2,21,1,2975.25116214205,321787.306211032
3085,7100,אשקלון,ASHQELON,213,71000213,2,21,1,2287.60436403613,320173.051132776
3086,7100,אשקלון,ASHQELON,214,71000214,2,21,1,2114.77195366158,230624.057586146
3087,7100,אשקלון,ASHQELON,215,71000215,2,21,1,2247.03497169156,187682.372078741
3088,7100,אשקלון,ASHQELON,221,71000221,2,22,1,2152.0474576064,250671.691471082
3089,7100,אשקלון,ASHQELON,222,71000222,2,22,1,3056.26984481924,533159.899096094
3090,7100,אשקלון,ASHQELON,223,71000223,2,22,1,2267.91997312343,261532.877600014
3091,7100,אשקלון,ASHQELON,224,71000224,2,22,2,8395.98761219817,2639399.56956704
3092,7100,אשקלון,ASHQELON,225,71000225,2,22,4,3426.91588364976,644634.866283529
3093,7100,אשקלון,ASHQELON,231,71000231,2,23,1,3135.5374473886,325985.522972058
3094,7100,אשקלון,ASHQELON,232,71000232,2,23,1,3037.17108543153,431805.452133623
3095,7100,אשקלון,ASHQELON,233,71000233,2,23,4,5725.9275994623,1409157.17548326
3096,7100,אשקלון,ASHQELON,234,71000234,2,23,4,4215.64692356212,946070.64198664
3097,7100,אשקלון,ASHQELON,235,71000235,2,23,4,6004.02750186469,1491423.11153479
3098,7100,אשקלון,ASHQELON,236,71000236,2,23,4,8422.04879168174,1575858.01889696
3099,7100,אשקלון,ASHQELON,241,71000241,2,24,4,10772.5591874081,3303821.80399913
3100,7100,אשקלון,ASHQELON,242,71000242,2,24,1,5519.63588146289,884346.575107045
3101,7100,אשקלון,ASHQELON,243,71000243,2,24,1,3555.62343472267,655082.070543995
3102,7100,אשקלון,ASHQELON,244,71000244,2,24,1,2979.32535456987,367389.984554395
3103,7100,אשקלון,ASHQELON,245,71000245,2,24,4,4350.18299029402,684194.73224179
3104,7100,אשקלון,ASHQELON,311,71000311,3,31,1,2156.43672963475,269611.794707791
3105,7100,אשקלון,ASHQELON,312,71000312,3,31,1,4836.26393324761,902487.922829098
3106,7100,אשקלון,ASHQELON,313,71000313,3,31,1,3640.86942094565,411070.174868175
3107,7100,אשקלון,ASHQELON,314,71000314,3,31,1,2180.9039689079,281264.957730583
3108,7100,אשקלון,ASHQELON,315,71000315,3,31,1,1551.1958334011,115812.64105495
3109,7100,אשקלון,ASHQELON,316,71000316,3,31,1,2674.46457330912,418598.414972469
3110,7100,אשקלון,ASHQELON,317,71000317,3,31,4,5435.48192276098,1492158.83242993
3111,7100,אשקלון,ASHQELON,321,71000321,3,32,1,4069.53894683936,799771.952940595
3112,7100,אשקלון,ASHQELON,322,71000322,3,32,1,2014.47149640286,257567.414675699
3113,7100,אשקלון,ASHQELON,323,71000323,3,32,1,2575.90451614044,343375.428590055
3114,7100,אשקלון,ASHQELON,324,71000324,3,32,2,18717.2335477752,9738626.72172995
3115,7100,אשקלון,ASHQELON,325,71000325,3,32,1,2612.53020815178,319273.800211253
3116,7100,אשקלון,ASHQELON,326,71000326,3,32,6,4384.29981191157,1006953.1128057
3117,7100,אשקלון,ASHQELON,411,71000411,4,41,4,8811.41538267644,2089163.43518442
3118,7100,אשקלון,ASHQELON,412,71000412,4,41,1,2864.44369691849,485340.882157323
3119,7100,אשקלון,ASHQELON,413,71000413,4,41,4,1900.72636346461,225334.199712264
3120,7100,אשקלון,ASHQELON,414,71000414,4,41,1,3684.62876489512,793623.620777341
3121,7100,אשקלון,ASHQELON,415,71000415,4,41,1,2407.32320623095,346445.177231835
3122,7100,אשקלון,ASHQELON,416,71000416,4,41,1,2723.98208202322,309442.269841013
3123,7100,אשקלון,ASHQELON,421,71000421,4,42,1,1829.19885129081,156392.491179359
3124,7100,אשקלון,ASHQELON,422,71000422,4,42,1,1689.99539879765,136666.948559821
3125,7100,אשקלון,ASHQELON,423,71000423,4,42,1,4419.35517850175,983695.45373415
3126,7100,אשקלון,ASHQELON,424,71000424,4,42,1,2026.33544145225,268065.325273074
3127,7100,אשקלון,ASHQELON,425,71000425,4,42,1,1987.57111029118,223437.02282521
3128,7100,אשקלון,ASHQELON,426,71000426,4,42,1,2883.44146476972,327780.219631831
3129,7200,נס ציונה,NES ZIYYONA,11,72000011,,1,4,6581.97075656504,1075601.20427899
3130,7200,נס ציונה,NES ZIYYONA,12,72000012,,1,1,3795.98997954207,338785.246796424
3131,7200,נס ציונה,NES ZIYYONA,13,72000013,,1,1,3046.29234820463,393399.321443477
3132,7200,נס ציונה,NES ZIYYONA,14,72000014,,1,1,2461.86699910842,324019.63386882
3133,7200,נס ציונה,NES ZIYYONA,15,72000015,,1,1,2837.72044054201,406143.889620836
3134,7200,נס ציונה,NES ZIYYONA,16,72000016,,1,1,3806.00045985464,443466.481197953
3135,7200,נס ציונה,NES ZIYYONA,17,72000017,,1,1,2674.65163975536,301513.100702165
3136,7200,נס ציונה,NES ZIYYONA,18,72000018,,1,1,3178.51806656682,341263.805298685
3137,7200,נס ציונה,NES ZIYYONA,19,72000019,,1,4,3401.72050111905,637502.127607187
3138,7200,נס ציונה,NES ZIYYONA,21,72000021,,2,1,2820.74841961947,413448.839963365
3139,7200,נס ציונה,NES ZIYYONA,22,72000022,,2,1,4425.10408772136,726274.272567661
3140,7200,נס ציונה,NES ZIYYONA,23,72000023,,2,4,6670.26701604348,1311156.93522889
3141,7200,נס ציונה,NES ZIYYONA,24,72000024,,2,1,2012.59215075969,231597.061526912
3142,7200,נס ציונה,NES ZIYYONA,25,72000025,,2,1,2198.63177805947,218867.690089651
3143,7200,נס ציונה,NES ZIYYONA,26,72000026,,2,1,3478.25386732455,666154.641677823
3144,7200,נס ציונה,NES ZIYYONA,27,72000027,,2,1,2473.39174275425,317682.362003621
3145,7200,נס ציונה,NES ZIYYONA,31,72000031,,3,2,5053.72553118756,938278.719019306
3146,7200,נס ציונה,NES ZIYYONA,32,72000032,,3,1,6169.99049260217,1054826.22201923
3147,7200,נס ציונה,NES ZIYYONA,33,72000033,,3,1,4734.44104405243,958777.233758207
3148,7200,נס ציונה,NES ZIYYONA,34,72000034,,3,2,4395.01338807702,876918.628953292
3149,7200,נס ציונה,NES ZIYYONA,35,72000035,,3,4,3936.28451370535,555102.616271829
3150,7200,נס ציונה,NES ZIYYONA,36,72000036,,3,4,11327.7979437546,3143871.42895881
3151,7300,נצרת,NAZARETH,11,73000011,,1,1,3460.63821667513,497926.633136911
3152,7300,נצרת,NAZARETH,12,73000012,,1,1,2059.03567361693,138001.888063741
3153,7300,נצרת,NAZARETH,13,73000013,,1,1,3112.60694620245,333846.716444831
3154,7300,נצרת,NAZARETH,14,73000014,,1,1,4309.3544478885,562537.807913256
3155,7300,נצרת,NAZARETH,15,73000015,,1,1,2108.1466540117,196600.972528006
3156,7300,נצרת,NAZARETH,16,73000016,,1,1,2212.61714724914,149869.269480795
3157,7300,נצרת,NAZARETH,17,73000017,,1,1,2035.98650219774,237100.963521399
3158,7300,נצרת,NAZARETH,18,73000018,,1,1,2777.54655610546,363712.371134628
3159,7300,נצרת,NAZARETH,21,73000021,,2,1,2804.32302303012,185816.45759545
3160,7300,נצרת,NAZARETH,22,73000022,,2,1,4314.6877307546,447392.968899362
3161,7300,נצרת,NAZARETH,23,73000023,,2,1,2435.10311690495,296193.324259782
3162,7300,נצרת,NAZARETH,31,73000031,,3,1,5259.39511782677,332480.481258363
3163,7300,נצרת,NAZARETH,32,73000032,,3,1,3077.61891907319,293233.973253293
3164,7300,נצרת,NAZARETH,33,73000033,,3,1,2735.51501978808,332359.337547017
3165,7300,נצרת,NAZARETH,34,73000034,,3,1,9697.9686489219,2625528.99360739
3166,7300,נצרת,NAZARETH,35,73000035,,3,1,6591.71389080703,1539071.63157477
3167,7300,נצרת,NAZARETH,36,73000036,,3,1,5489.89914615822,1072770.86832888
3168,7300,נצרת,NAZARETH,37,73000037,,3,1,3712.10614374975,491772.78745676
3169,7300,נצרת,NAZARETH,38,73000038,,3,1,3002.56034026178,419194.795208958
3170,7300,נצרת,NAZARETH,41,73000041,,4,1,3034.13175563602,388715.650806209
3171,7300,נצרת,NAZARETH,42,73000042,,4,1,2720.64272826547,212541.238176149
3172,7300,נצרת,NAZARETH,43,73000043,,4,1,4426.16482760771,507451.099206653
3173,7300,נצרת,NAZARETH,44,73000044,,4,1,5389.0872669743,599571.043298455
3174,7300,נצרת,NAZARETH,45,73000045,,4,1,7935.03946256194,1949743.12531619
3175,7400,נתניה,NETANYA,111,74000111,1,11,1,2389.25803113836,286393.314614624
3176,7400,נתניה,NETANYA,112,74000112,1,11,1,4409.72038949716,973915.564429393
3177,7400,נתניה,NETANYA,113,74000113,1,11,1,3663.92672546916,712139.032145972
3178,7400,נתניה,NETANYA,121,74000121,1,12,6,7932.66270682567,2516513.56523755
3179,7400,נתניה,NETANYA,122,74000122,1,12,4,6340.75646421044,1031068.12696603
3180,7400,נתניה,NETANYA,123,74000123,1,12,2,8210.26081706613,2184616.99765312
3181,7400,נתניה,NETANYA,131,74000131,1,13,1,2871.90530461323,492387.528715288
3182,7400,נתניה,NETANYA,132,74000132,1,13,1,1967.359277625,225911.306185132
3183,7400,נתניה,NETANYA,133,74000133,1,13,4,2118.33043494561,276030.52706906
3184,7400,נתניה,NETANYA,134,74000134,1,13,1,1045.81853381597,58539.6639494151
3185,7400,נתניה,NETANYA,135,74000135,1,13,1,1495.27561554924,137452.825409641
3186,7400,נתניה,NETANYA,136,74000136,1,13,6,1528.90121027915,130776.493646566
3187,7400,נתניה,NETANYA,141,74000141,1,14,6,2759.26454675662,445981.32268303
3188,7400,נתניה,NETANYA,142,74000142,1,14,1,2446.89998038433,277950.404808664
3189,7400,נתניה,NETANYA,143,74000143,1,14,1,2210.00272427916,250298.166866598
3190,7400,נתניה,NETANYA,144,74000144,1,14,1,1715.06530620495,147685.14446848
3191,7400,נתניה,NETANYA,145,74000145,1,14,1,1992.84120322673,230467.251813811
3192,7400,נתניה,NETANYA,146,74000146,1,14,4,4848.80094965342,934048.718604436
3193,7400,נתניה,NETANYA,211,74000211,2,21,1,3143.31849053306,392553.521459734
3194,7400,נתניה,NETANYA,212,74000212,2,21,1,2660.22562773348,369358.143247088
3195,7400,נתניה,NETANYA,213,74000213,2,21,1,3440.34666157953,725882.920538272
3196,7400,נתניה,NETANYA,221,74000221,2,22,1,2581.46589089387,362954.220364275
3197,7400,נתניה,NETANYA,222,74000222,2,22,1,4768.8165510239,767097.667690815
3198,7400,נתניה,NETANYA,223,74000223,2,22,1,2413.53570199076,315336.69517913
3199,7400,נתניה,NETANYA,231,74000231,2,23,1,1913.73349473074,213542.774074417
3200,7400,נתניה,NETANYA,232,74000232,2,23,1,1762.51378454466,184009.404072347
3201,7400,נתניה,NETANYA,233,74000233,2,23,1,1646.73044627499,144337.418040241
3202,7400,נתניה,NETANYA,241,74000241,2,24,1,2389.55700906901,235311.114907518
3203,7400,נתניה,NETANYA,242,74000242,2,24,1,2407.153498103,258813.392027471
3204,7400,נתניה,NETANYA,243,74000243,2,24,1,1757.78899566602,181557.089374816
3205,7400,נתניה,NETANYA,311,74000311,3,31,1,2144.70455874829,234473.335155278
3206,7400,נתניה,NETANYA,312,74000312,3,31,1,1484.02148845462,134775.307300172
3207,7400,נתניה,NETANYA,313,74000313,3,31,1,1463.32350730574,127792.499156668
3208,7400,נתניה,NETANYA,321,74000321,3,32,1,2057.55721322196,149524.416047509
3209,7400,נתניה,NETANYA,322,74000322,3,32,1,3631.1992248402,386237.588704064
3210,7400,נתניה,NETANYA,323,74000323,3,32,1,2381.53830270894,234010.075166915
3211,7400,נתניה,NETANYA,324,74000324,3,32,1,1517.24059610472,101698.959380095
3212,7400,נתניה,NETANYA,325,74000325,3,32,1,3051.833955031,218687.947948587
3213,7400,נתניה,NETANYA,331,74000331,3,33,1,1229.93840978062,91487.9533733578
3214,7400,נתניה,NETANYA,332,74000332,3,33,1,1137.74031441598,76885.1337093397
3215,7400,נתניה,NETANYA,333,74000333,3,33,1,1205.40730435408,91974.426487421
3216,7400,נתניה,NETANYA,334,74000334,3,33,1,1353.07491351899,109049.161233395
3217,7400,נתניה,NETANYA,411,74000411,4,41,1,2612.28385936106,335435.277021123
3218,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,13,78000013,,1,1,7417.82137750844,2038615.59803472
3219,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,21,78000021,,2,1,5875.47826052213,1475830.74700636
3220,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,22,78000022,,2,1,4684.22719749467,815230.185076433
3221,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,23,78000023,,2,1,4457.17498898071,543234.644724302
3222,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,24,78000024,,2,4,9242.8989690359,3116434.52930308
3223,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,31,78000031,,3,1,11237.7770552027,4277570.179482
3224,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,32,78000032,,3,1,9946.24379188693,2005207.7257878
3225,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,33,78000033,,3,2,7640.22776698983,2531455.1162447
3226,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,41,78000041,,4,1,11387.8316107281,2670082.26277657
3227,7800,פרדס חנה-כרכור,PARDES HANNA-KARKUR,42,78000042,,4,1,4221.15913151794,565262.836450938
3228,7900,פתח תקווה,PETAH TIQWA,111,79000111,1,11,2,6721.54961471956,1954205.14826351
3229,7900,פתח תקווה,PETAH TIQWA,112,79000112,1,11,1,2518.71489012978,249730.891411662
3230,7900,פתח תקווה,PETAH TIQWA,113,79000113,1,11,1,1745.08635783324,152593.543516594
3231,7900,פתח תקווה,PETAH TIQWA,114,79000114,1,11,1,2725.27483911948,347053.776396851
3232,7900,פתח תקווה,PETAH TIQWA,121,79000121,1,12,1,2862.61782917717,318153.722796014
3233,7900,פתח תקווה,PETAH TIQWA,122,79000122,1,12,1,1634.47986120121,127687.100835376
3234,7900,פתח תקווה,PETAH TIQWA,123,79000123,1,12,1,1829.40495440149,190802.684379741
3235,7900,פתח תקווה,PETAH TIQWA,124,79000124,1,12,1,1512.7005549835,112362.531018065
3236,7900,פתח תקווה,PETAH TIQWA,211,79000211,2,21,1,1503.8448428781,123085.183020758
3237,7900,פתח תקווה,PETAH TIQWA,212,79000212,2,21,1,1502.20772369329,124689.942948988
3238,7900,פתח תקווה,PETAH TIQWA,213,79000213,2,21,1,2206.49096913805,180888.96572886
3239,7900,פתח תקווה,PETAH TIQWA,214,79000214,2,21,1,1487.2913459555,111396.1181554
3240,7900,פתח תקווה,PETAH TIQWA,215,79000215,2,21,1,1471.98911147195,59864.4913193013
3241,7900,פתח תקווה,PETAH TIQWA,221,79000221,2,22,1,1944.86208351242,141886.657707953
3242,7900,פתח תקווה,PETAH TIQWA,222,79000222,2,22,1,1403.85669728043,124332.694925469
3243,7900,פתח תקווה,PETAH TIQWA,223,79000223,2,22,1,1706.51083664507,140831.553212931
3244,7900,פתח תקווה,PETAH TIQWA,231,79000231,2,23,1,2071.25145082289,195736.37300771
3245,7900,פתח תקווה,PETAH TIQWA,232,79000232,2,23,1,2752.65259730972,218861.216214385
3246,7900,פתח תקווה,PETAH TIQWA,233,79000233,2,23,1,3362.87310605948,289327.896113318
3247,7900,פתח תקווה,PETAH TIQWA,234,79000234,2,23,1,2132.2334081033,213351.135167692
3248,7900,פתח תקווה,PETAH TIQWA,311,79000311,3,31,1,1999.26461279474,226935.747284208
3249,7900,פתח תקווה,PETAH TIQWA,312,79000312,3,31,1,2258.92527955137,287497.009477867
3250,7900,פתח תקווה,PETAH TIQWA,313,79000313,3,31,1,1911.42998128133,224792.851844103
3251,7900,פתח תקווה,PETAH TIQWA,321,79000321,3,32,1,1934.22473313051,227720.034582675
3252,7900,פתח תקווה,PETAH TIQWA,322,79000322,3,32,1,1454.44244081357,92322.5167295656
3253,7900,פתח תקווה,PETAH TIQWA,323,79000323,3,32,1,1432.6992489617,118356.87578367
3254,7900,פתח תקווה,PETAH TIQWA,324,79000324,3,32,1,1945.80572624767,180999.584786449
3255,7900,פתח תקווה,PETAH TIQWA,411,79000411,4,41,1,1579.41166865385,145011.246358826
3256,7900,פתח תקווה,PETAH TIQWA,412,79000412,4,41,1,2127.20153200441,141659.108623337
3257,7900,פתח תקווה,PETAH TIQWA,413,79000413,4,41,1,1488.3821896714,134712.343814162
3258,7900,פתח תקווה,PETAH TIQWA,414,79000414,4,41,1,2512.23560347634,259031.796227144
3259,7900,פתח תקווה,PETAH TIQWA,415,79000415,4,41,1,2363.96616421188,269651.065894366
3260,7900,פתח תקווה,PETAH TIQWA,416,79000416,4,41,4,4297.90215099292,761505.627883729
3261,7900,פתח תקווה,PETAH TIQWA,421,79000421,4,42,1,3692.97590364756,583658.476380549
3262,7900,פתח תקווה,PETAH TIQWA,422,79000422,4,42,1,1911.55921332769,178404.718990955
3263,7900,פתח תקווה,PETAH TIQWA,423,79000423,4,42,1,2303.87377663977,297242.032177526
3264,7900,פתח תקווה,PETAH TIQWA,424,79000424,4,42,1,2280.01175851103,270697.514014644
3265,7900,פתח תקווה,PETAH TIQWA,431,79000431,4,43,1,3265.03029491211,349782.987251387
3266,7900,פתח תקווה,PETAH TIQWA,432,79000432,4,43,1,1931.67638286897,184199.613365884
3267,7900,פתח תקווה,PETAH TIQWA,433,79000433,4,43,1,1953.12360048163,195366.186098516
3268,7900,פתח תקווה,PETAH TIQWA,434,79000434,4,43,1,2141.70445920788,247448.399374436
3269,7900,פתח תקווה,PETAH TIQWA,511,79000511,5,51,1,5600.52925180498,1206368.77749196
3270,7900,פתח תקווה,PETAH TIQWA,512,79000512,5,51,1,1803.91558717645,155673.773361858
3271,7900,פתח תקווה,PETAH TIQWA,513,79000513,5,51,1,2341.61486857143,349246.659813044
3272,7900,פתח תקווה,PETAH TIQWA,514,79000514,5,51,1,2030.63113976784,217261.933390235
3273,7900,פתח תקווה,PETAH TIQWA,515,79000515,5,51,1,3554.30883723973,279478.994130069
3274,7900,פתח תקווה,PETAH TIQWA,516,79000516,5,51,4,8547.49665261264,2379852.76181052
3275,7900,פתח תקווה,PETAH TIQWA,517,79000517,5,51,1,2657.12016998402,404896.213907365
3276,7900,פתח תקווה,PETAH TIQWA,518,79000518,5,51,4,7882.27603181522,1637403.35569011
3277,7900,פתח תקווה,PETAH TIQWA,521,79000521,5,52,1,3422.72918169672,511560.698974615
3278,7900,פתח תקווה,PETAH TIQWA,522,79000522,5,52,1,2652.89506619644,363338.919585978
3279,7900,פתח תקווה,PETAH TIQWA,523,79000523,5,52,1,2376.97112820956,254989.056805004
3280,7900,פתח תקווה,PETAH TIQWA,524,79000524,5,52,1,4859.46409438186,610809.73616256
3281,7900,פתח תקווה,PETAH TIQWA,611,79000611,6,61,1,3614.72556551046,414095.285908207
3282,7900,פתח תקווה,PETAH TIQWA,612,79000612,6,61,1,1942.1183018012,222924.237167362
3283,7900,פתח תקווה,PETAH TIQWA,613,79000613,6,61,1,2493.74991342347,216176.189409576
3284,7900,פתח תקווה,PETAH TIQWA,614,79000614,6,61,1,1596.57829906019,117891.853454618
3285,7900,פתח תקווה,PETAH TIQWA,621,79000621,6,62,1,2877.55748016416,322470.890224517
3286,7900,פתח תקווה,PETAH TIQWA,622,79000622,6,62,1,2304.60561703099,267314.192433222
3287,7900,פתח תקווה,PETAH TIQWA,623,79000623,6,62,2,21328.8616139448,8580540.16916446
3288,7900,פתח תקווה,PETAH TIQWA,624,79000624,6,62,2,4255.43498640744,816469.630402868
3289,7900,פתח תקווה,PETAH TIQWA,625,79000625,6,62,2,3478.10450531481,577399.105997077
3290,7900,פתח תקווה,PETAH TIQWA,626,79000626,6,62,1,2746.73837347545,345661.334167292
3291,7900,פתח תקווה,PETAH TIQWA,627,79000627,6,62,2,3852.82752722066,655736.864561648
3292,7900,פתח תקווה,PETAH TIQWA,628,79000628,6,62,1,2476.36400440454,262679.900826778
3293,7900,פתח תקווה,PETAH TIQWA,711,79000711,7,71,1,1356.18967369471,100884.915931227
3294,7900,פתח תקווה,PETAH TIQWA,712,79000712,7,71,1,1484.61076004834,138560.365211044
3295,7900,פתח תקווה,PETAH TIQWA,713,79000713,7,71,1,1560.5931252462,131448.364834615
3296,7900,פתח תקווה,PETAH TIQWA,714,79000714,7,71,1,1010.88169171502,61577.8102968474
3297,7900,פתח תקווה,PETAH TIQWA,715,79000715,7,71,1,2185.87168178274,240644.45878506
3298,7900,פתח תקווה,PETAH TIQWA,716,79000716,7,71,1,1126.78476673098,66485.3390806313
3299,7900,פתח תקווה,PETAH TIQWA,721,79000721,7,72,1,1966.47841646423,214598.760981274
3300,7900,פתח תקווה,PETAH TIQWA,722,79000722,7,72,1,1645.12797713196,124357.866795845
3301,7900,פתח תקווה,PETAH TIQWA,723,79000723,7,72,1,3100.84303315568,404497.676751563
3302,7900,פתח תקווה,PETAH TIQWA,724,79000724,7,72,1,5541.84703228505,936025.843028139
3303,7900,פתח תקווה,PETAH TIQWA,811,79000811,8,81,1,2158.25783183512,264267.113469722
3304,7900,פתח תקווה,PETAH TIQWA,812,79000812,8,81,1,1673.74075583938,167331.237428475
3305,7900,פתח תקווה,PETAH TIQWA,813,79000813,8,81,1,2030.81725278269,255469.731159803
3306,7900,פתח תקווה,PETAH TIQWA,814,79000814,8,81,1,2934.74282998842,198150.196651773
3307,7900,פתח תקווה,PETAH TIQWA,815,79000815,8,81,1,3095.70405366311,389095.094434465
3308,7900,פתח תקווה,PETAH TIQWA,816,79000816,8,81,1,1567.24926454934,155772.379890039
3309,8000,צפת,ZEFAT,11,80000011,,1,4,10387.8363085908,2746105.94450666
3310,8000,צפת,ZEFAT,12,80000012,,1,1,6876.71324632243,1578802.4737543
3311,8000,צפת,ZEFAT,13,80000013,,1,1,3452.91800776929,481716.59193439
3312,8000,צפת,ZEFAT,14,80000014,,1,1,2339.20310461137,150594.81564575
3313,8000,צפת,ZEFAT,15,80000015,,1,1,2949.75199225503,218598.06097539
3314,8000,צפת,ZEFAT,16,80000016,,1,2,3734.1451390756,798010.583387751
3315,8000,צפת,ZEFAT,17,80000017,,1,1,8568.11731316593,2780289.75468871
3316,8000,צפת,ZEFAT,21,80000021,,2,1,15513.3847784008,6380078.68012098
3317,8000,צפת,ZEFAT,22,80000022,,2,1,5547.6743247143,1148976.86631148
3318,8000,צפת,ZEFAT,23,80000023,,2,1,4966.37738504872,999566.78196658
3319,8000,צפת,ZEFAT,31,80000031,,3,1,10973.7322987013,5106304.16787305
3320,8000,צפת,ZEFAT,32,80000032,,3,4,7852.35547776975,2314131.81497999
3321,8000,צפת,ZEFAT,33,80000033,,3,1,11659.6907095637,5235599.67252993
3322,8200,קריית מוצקין,QIRYAT MOTZKIN,11,82000011,,1,1,4493.22505148076,365461.64123793
3323,8200,קריית מוצקין,QIRYAT MOTZKIN,12,82000012,,1,1,2701.47791001147,384021.192442036
3324,8200,קריית מוצקין,QIRYAT MOTZKIN,13,82000013,,1,1,2307.86622138593,251487.420318298
3325,8200,קריית מוצקין,QIRYAT MOTZKIN,14,82000014,,1,1,2574.05405264561,243091.568264779
3326,8200,קריית מוצקין,QIRYAT MOTZKIN,21,82000021,,2,1,2860.76103977364,269706.539696238
3327,8200,קריית מוצקין,QIRYAT MOTZKIN,22,82000022,,2,1,2181.83141028959,215881.195945016
3328,8200,קריית מוצקין,QIRYAT MOTZKIN,23,82000023,,2,1,3508.64303337183,454377.629359639
3329,8200,קריית מוצקין,QIRYAT MOTZKIN,31,82000031,,3,1,2428.63873778414,201959.007185622
3330,8200,קריית מוצקין,QIRYAT MOTZKIN,32,82000032,,3,1,2420.11171182413,342109.161913824
3331,8200,קריית מוצקין,QIRYAT MOTZKIN,33,82000033,,3,1,1742.92543961765,173522.0286938
3332,8200,קריית מוצקין,QIRYAT MOTZKIN,41,82000041,,4,1,1808.5757091703,140418.69810592
3333,8200,קריית מוצקין,QIRYAT MOTZKIN,42,82000042,,4,1,2082.34426438092,182067.187450708
3334,8200,קריית מוצקין,QIRYAT MOTZKIN,43,82000043,,4,1,2083.43584487025,220571.902244904
